"year";"week";"KW";"City.of.Bern";"Canton";"Cases.rollsum";"Number_weeks";"weeks.range";"Cases.range"
1918;"1918_w45";45;1316;8596;55263;16;"30_45_1918";0.67
1918;"1918_w46";46;1634;7294;54712;16;"31_46_1918";0.67
1918;"1918_w47";47;633;5395;53061;16;"32_47_1918";0.65
1918;"1918_w48";48;1770;8133;57613;16;"33_48_1918";0.7
1918;"1918_w49";49;1564;7631;63735;16;"34_49_1918";0.78
1918;"1918_w50";50;677;8438;71270;16;"35_50_1918";0.87
1918;"1918_w51";51;420;3886;74383;16;"36_51_1918";0.91
1918;"1918_w52";52;181;4102;78079;16;"37_52_1918";0.95
1919;"1919_w1";1;94;1723;79422;16;"38_1_1919";0.97
1919;"1919_w2";2;150;2107;81307;16;"39_2_1919";0.99
1919;"1919_w3";3;172;1428;81960;16;"40_3_1919";1
1919;"1919_w4";4;113;1520;81856;16;"41_4_1919";1
1919;"1919_w5";5;409;1199;80162;16;"42_5_1919";0.98
1919;"1919_w6";6;524;2030;79000;16;"43_6_1919";0.96
1919;"1919_w7";7;393;921;73484;16;"44_7_1919";0.9
1919;"1919_w8";8;437;2050;66453;16;"45_8_1919";0.81
1919;"1919_w9";9;468;1117;58974;16;"46_9_1919";0.72
1919;"1919_w10";10;353;937;52617;16;"47_10_1919";0.64
1919;"1919_w11";11;266;1233;48455;16;"48_11_1919";0.59
1919;"1919_w12";12;167;534;40856;16;"49_12_1919";0.5
1919;"1919_w13";13;92;656;33881;16;"50_13_1919";0.41
1919;"1919_w14";14;77;374;25817;16;"51_14_1919";0.31
1919;"1919_w15";15;49;613;22544;16;"52_15_1919";0.28
1919;"1919_w16";16;0;121;18563;16;"1_16_1919";0.23
1919;"1919_w17";17;57;328;17168;16;"2_17_1919";0.21
1919;"1919_w18";18;35;69;15130;16;"3_18_1919";0.18
1919;"1919_w19";19;0;53;13755;16;"4_19_1919";0.17
1919;"1919_w20";20;2;95;12330;16;"5_20_1919";0.15
1919;"1919_w21";21;0;35;11166;16;"6_21_1919";0.14
1919;"1919_w22";22;11;64;9200;16;"7_22_1919";0.11
1919;"1919_w23";23;3;22;8301;16;"8_23_1919";0.1
1919;"1919_w24";24;1;8;6259;16;"9_24_1919";0.08
1919;"1919_w25";25;1;17;5159;16;"10_25_1919";0.06
1919;"1919_w26";26;0;0;4222;16;"11_26_1919";0.05
1919;"1919_w27";27;0;0;2989;16;"12_27_1919";0.04
1919;"1919_w28";28;0;0;2455;16;"13_28_1919";0.03
1919;"1919_w29";29;0;0;1799;16;"14_29_1919";0.02
1919;"1919_w30";30;0;0;1425;16;"15_30_1919";0.02
1919;"1919_w31";31;0;0;812;16;"16_31_1919";0.01
1919;"1919_w32";32;0;0;691;16;"17_32_1919";0.01
1919;"1919_w33";33;0;0;363;16;"18_33_1919";0
1919;"1919_w34";34;0;0;294;16;"19_34_1919";0
1919;"1919_w35";35;0;0;241;16;"20_35_1919";0
1919;"1919_w36";36;0;0;146;16;"21_36_1919";0
1919;"1919_w37";37;0;0;111;16;"22_37_1919";0
1919;"1919_w38";38;0;0;47;16;"23_38_1919";0
1919;"1919_w39";39;0;0;25;16;"24_39_1919";0
1919;"1919_w40";40;0;0;17;16;"25_40_1919";0
1919;"1919_w41";41;0;0;0;16;"26_41_1919";0
